complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10001722,2025-02-22,Ally Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Ally Bank's customer service about an issue with my Ally Savings for 1 weeks. Wait times exceed 59 minutes, and I have been disconnected 9 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Ally Bank,KY,Savings Account
10001689,2024-04-23,Discover Savings,,Account fees,Unexpected maintenance fees,"Synchrony charged me a $29 monthly maintenance fee on my Discover Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Synchrony,GA,Savings Account
10000051,2024-02-17,Discover It,,Billing dispute,Charges not recognized,"I have been a loyal Discover It cardholder with Capital One for over 12 years. Recently, I noticed my interest rate was increased from 9.3% to 23.4% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Capital One,MO,Credit Card
10002027,2023-10-03,Wire Transfer,,Wrong recipient,Sent to wrong person,I accidentally sent $2000 to the wrong person through Wire Transfer via Western Union. I realized the error within 61 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Western Union,PA,Money Transfer
10000727,2025-09-14,Citi Double Cash,,High interest rate,Rate increased without notice,"I applied for the Citi Double Cash card specifically for the 80000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but American Express has refused to credit my bonus points. I have called 7 times over the past 6 months and each representative tells me something different. I have all receipts and statements showing I qualified.",American Express,VA,Credit Card
10001824,2025-04-01,Ally Savings,,Unauthorized access,,,Chase,VA,Savings Account
10000834,2024-09-21,Amex Gold,,Account closure,,,Chase,CA,Credit Card
10001378,2024-12-27,Synchrony Savings,,Account fees,Unexpected maintenance fees,"Goldman Sachs closed my Synchrony Savings account without warning, citing 'business reasons.' I had $1000 in the account and it took 2 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 3 years with no suspicious activity on the account.",Goldman Sachs,CA,Savings Account
10001116,2024-03-12,Prosper Loan,,Payment processing error,Payment not applied correctly,"The total cost of my Prosper Loan from SoFi ended up being $8000, which is nearly 1.6 times the original loan amount of $1500. The interest rate of 22.2% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",SoFi,MA,Personal Loan
10001167,2025-02-12,Prosper Loan,,High interest rate,Rate increased without notice,"I took out a personal loan of $5000 with Goldman Sachs through their Prosper Loan program. The advertised rate was 6.6% but after approval I was given 21.2%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $500 per month, which is $125 more than what was originally quoted.",Goldman Sachs,OK,Personal Loan
10000471,2024-12-21,Citi Double Cash,,Account closure,Closed without explanation,"My Citi Double Cash card from Chase suddenly had its credit limit reduced from $10000 to $2000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 65 points.",Chase,VA,Credit Card
10001907,2023-09-04,Zelle,,High fees,Hidden exchange fees,"My account was frozen by Venmo after I made a Zelle transfer of $5000. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 2 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Venmo,OK,Money Transfer
10000972,2023-09-15,Upstart Loan,,Debt collection harassment,Excessive calls,"I applied for a Upstart Loan with Goldman Sachs and was denied despite having a credit score of 764 and a stable income of $75000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 12 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Goldman Sachs,NY,Personal Loan
10000654,2023-09-11,Chase Sapphire,,Unauthorized charge,Card not in possession,"I have been a loyal Chase Sapphire cardholder with Chase for over 4 years. Recently, I noticed my interest rate was increased from 4.2% to 16.1% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Chase,NC,Credit Card
10000400,2025-07-21,Citi Double Cash,,Unauthorized charge,Card not in possession,"American Express charged me a $75 late fee on my Citi Double Cash card even though I made my payment on time. My bank records show the payment was initiated 6 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",American Express,WI,Credit Card
10000512,2024-01-04,Discover It,,Late fee,Payment made on time,"My Discover It card from American Express suddenly had its credit limit reduced from $10000 to $2000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 65 points.",American Express,WA,Credit Card
10002070,2025-01-07,Wire Transfer,,Delayed transfer,Transfer taking too long,"My account was frozen by PayPal after I made a Wire Transfer transfer of $750. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 3 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",PayPal,NJ,Money Transfer
10000321,2024-10-25,Capital One Venture,,Unauthorized charge,Card not in possession,"My Capital One Venture card from American Express suddenly had its credit limit reduced from $5000 to $2500 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 60 points.",American Express,OK,Credit Card
10000020,2025-05-28,Discover It,,High interest rate,Rate increased without notice,I noticed a charge of $150 on my Discover It statement from 2024-11-04. I did not authorize this transaction and have been trying to resolve it with American Express for 4 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,MN,Credit Card
10000685,2023-03-12,Amex Gold,,Unauthorized charge,Card not in possession,"My Amex Gold card from Citibank suddenly had its credit limit reduced from $10000 to $3000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 49 points.",Citibank,FL,Credit Card
10000036,2024-08-08,Capital One Venture,,High interest rate,Rate increased without notice,"Someone made 7 fraudulent purchases on my Capital One Venture card totaling $20000. I reported this to Chase immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Chase,OK,Credit Card
10001849,2024-11-05,Marcus Savings,,Account frozen,,,Discover,CT,Savings Account
10000903,2024-09-02,Marcus Loan,,Debt collection harassment,Excessive calls,"The total cost of my Marcus Loan from Goldman Sachs ended up being $5000, which is nearly 1.9 times the original loan amount of $5000. The interest rate of 10.4% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Goldman Sachs,OH,Personal Loan
10002185,2023-03-24,Wire Transfer,,Account frozen,Frozen without warning,Venmo charged me a $45 fee for a Wire Transfer transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 50% worse than the market rate. This is deceptive and the total hidden cost was $75.,Venmo,FL,Money Transfer
10000828,2025-08-28,Capital One Venture,,High interest rate,,,Discover,UT,Credit Card
10000525,2024-03-26,Capital One Venture,,Billing dispute,Charges not recognized,"Chase charged me a $29 late fee on my Capital One Venture card even though I made my payment on time. My bank records show the payment was initiated 4 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Chase,MD,Credit Card
10000408,2024-04-10,Amex Gold,,Unauthorized charge,Card not in possession,"The rewards program on my Amex Gold card was changed without notice. Discover devalued the points by nearly 43%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,OH,Credit Card
10000921,2025-02-26,Upstart Loan,,Repayment difficulty,Cannot afford payments,"I have been making regular payments on my Upstart Loan from Goldman Sachs for 2 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $39 late fee and reported a missed payment to the credit bureaus, dropping my score by 73 points. I need this corrected immediately.",Goldman Sachs,CO,Personal Loan
10001842,2024-07-26,Marcus Savings,,Account frozen,,,Goldman Sachs,PA,Savings Account
10001891,2024-07-17,Western Union,,Delayed transfer,Transfer taking too long,"I initiated an international transfer of $3000 through PayPal's Western Union service. The estimated delivery was 3 days, but after 3 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $150 in value.",PayPal,OK,Money Transfer
10000538,2024-06-01,Capital One Venture,,Billing dispute,Charges not recognized,I noticed a charge of $2500 on my Capital One Venture statement from 2024-03-24. I did not authorize this transaction and have been trying to resolve it with Capital One for 4 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Capital One,MO,Credit Card
10000759,2024-11-22,Discover It,,Billing dispute,Charges not recognized,I noticed a charge of $1500 on my Discover It statement from 2025-12-21. I did not authorize this transaction and have been trying to resolve it with Discover for 5 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Discover,PA,Credit Card
10001706,2024-10-23,Marcus Savings,,Poor customer service,Long wait times,"My Marcus Savings with Ally Bank was accessed by someone who changed my contact information and attempted to transfer $2000 out of my account. When I reported this, Ally Bank took 5 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Ally Bank,MN,Savings Account
10002260,2023-01-10,Venmo,,Account frozen,Frozen without warning,I accidentally sent $2000 to the wrong person through Venmo via Bank of America. I realized the error within 90 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Bank of America,IL,Money Transfer
10001063,2025-01-24,SoFi Personal Loan,,Hidden fees,Fees not disclosed at signing,"The total cost of my SoFi Personal Loan from Upstart ended up being $15000, which is nearly 2.4 times the original loan amount of $750. The interest rate of 15.2% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Upstart,PA,Personal Loan
10001200,2024-07-12,Upstart Loan,,High interest rate,,,LendingClub,OH,Personal Loan
10000246,2023-06-14,Capital One Venture,,Rewards not credited,Sign-up bonus not received,"The rewards program on my Capital One Venture card was changed without notice. American Express devalued the points by nearly 33%, making the annual fee of $550 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",American Express,NY,Credit Card
10001835,2024-01-14,Discover Savings,,Poor customer service,,,Discover,AZ,Savings Account
10001417,2025-02-08,Synchrony Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Chase's customer service about an issue with my Synchrony Savings for 7 weeks. Wait times exceed 37 minutes, and I have been disconnected 4 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Chase,CT,Savings Account
10001953,2023-09-05,PayPal,,High fees,Hidden exchange fees,"My account was frozen by Western Union after I made a PayPal transfer of $2000. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Western Union,OR,Money Transfer
10001128,2025-05-13,Upstart Loan,,Hidden fees,Fees not disclosed at signing,"The total cost of my Upstart Loan from Prosper ended up being $20000, which is nearly 2.3 times the original loan amount of $5000. The interest rate of 16.9% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Prosper,AZ,Personal Loan
10000785,2024-09-07,Citi Double Cash,,Account closure,Closed without explanation,"Someone made 8 fraudulent purchases on my Citi Double Cash card totaling $20000. I reported this to Chase immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Chase,IN,Credit Card
10002010,2024-12-28,Venmo,,Fraud/scam,Scam transaction,I accidentally sent $3000 to the wrong person through Venmo via PayPal. I realized the error within 74 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,PayPal,WI,Money Transfer
10001410,2024-10-14,Discover Savings,,Unauthorized access,Security breach,"Chase closed my Discover Savings account without warning, citing 'business reasons.' I had $2500 in the account and it took 8 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 14 years with no suspicious activity on the account.",Chase,MA,Savings Account
10000490,2024-03-25,Chase Sapphire,,Billing dispute,Charges not recognized,"My Chase Sapphire card from Discover suddenly had its credit limit reduced from $5000 to $1000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 40 points.",Discover,NC,Credit Card
10000155,2023-05-20,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Citibank has refused to credit my bonus points. I have called 7 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Citibank,IL,Credit Card
10001663,2023-12-16,Synchrony Savings,,Poor customer service,Long wait times,"My Synchrony Savings with Synchrony was accessed by someone who changed my contact information and attempted to transfer $2000 out of my account. When I reported this, Synchrony took 8 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Synchrony,OH,Savings Account
10000962,2024-02-03,LendingClub Loan,,Loan denial,Unclear denial reasons,"I applied for a LendingClub Loan with Goldman Sachs and was denied despite having a credit score of 774 and a stable income of $45000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 15 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Goldman Sachs,WI,Personal Loan
10001687,2025-05-23,Synchrony Savings,,Withdrawal limit,Cannot access funds,"Synchrony closed my Synchrony Savings account without warning, citing 'business reasons.' I had $100 in the account and it took 8 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 5 years with no suspicious activity on the account.",Synchrony,WA,Savings Account
10000854,2023-05-19,Discover It,,Account closure,,,Chase,LA,Credit Card
10001967,2025-02-06,Venmo,,Delayed transfer,Transfer taking too long,"My account was frozen by Venmo after I made a Venmo transfer of $750. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 2 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Venmo,NJ,Money Transfer
10001312,2024-10-07,Synchrony Savings,,Withdrawal limit,Cannot access funds,I tried to withdraw $1000 from my Synchrony Savings at Synchrony and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 7 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Synchrony,WI,Savings Account
10000626,2025-11-22,Capital One Venture,,Billing dispute,Charges not recognized,"Someone made 5 fraudulent purchases on my Capital One Venture card totaling $8000. I reported this to American Express immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,TN,Credit Card
10001816,2023-09-03,Marcus Savings,,Account frozen,,,Goldman Sachs,MD,Savings Account
10000686,2025-06-25,Citi Double Cash,,High interest rate,Rate increased without notice,"American Express charged me a $25 late fee on my Citi Double Cash card even though I made my payment on time. My bank records show the payment was initiated 4 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",American Express,KY,Credit Card
10002218,2025-11-17,Venmo,,Delayed transfer,Transfer taking too long,"My account was frozen by Western Union after I made a Venmo transfer of $250. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 3 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Western Union,NC,Money Transfer
10002272,2025-10-15,Zelle,,Wrong recipient,,,PayPal,CA,Money Transfer
10000570,2024-02-08,Capital One Venture,,High interest rate,Rate increased without notice,"The rewards program on my Capital One Venture card was changed without notice. Discover devalued the points by nearly 57%, making the annual fee of $95 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,TX,Credit Card
10000566,2025-07-27,Capital One Venture,,Credit limit reduction,Reduced without notice,"My Capital One Venture card from Citibank suddenly had its credit limit reduced from $5000 to $3000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 12 points.",Citibank,KY,Credit Card
10001759,2023-06-07,Synchrony Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Goldman Sachs's customer service about an issue with my Synchrony Savings for 3 weeks. Wait times exceed 84 minutes, and I have been disconnected 9 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Goldman Sachs,OR,Savings Account
10002026,2024-01-14,Venmo,,High fees,Hidden exchange fees,PayPal charged me a $45 fee for a Venmo transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 58% worse than the market rate. This is deceptive and the total hidden cost was $100.,PayPal,UT,Money Transfer
10001817,2023-08-01,Marcus Savings,,Poor customer service,,,Discover,WI,Savings Account
10000018,2025-09-01,Capital One Venture,,Credit limit reduction,Reduced without notice,"The rewards program on my Capital One Venture card was changed without notice. Capital One devalued the points by nearly 37%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Capital One,UT,Credit Card
10000128,2023-11-27,Capital One Venture,,Billing dispute,Charges not recognized,"Someone made 4 fraudulent purchases on my Capital One Venture card totaling $8000. I reported this to Chase immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Chase,MN,Credit Card
10001347,2024-06-24,Ally Savings,,Account frozen,Frozen without warning,"Goldman Sachs closed my Ally Savings account without warning, citing 'business reasons.' I had $500 in the account and it took 8 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 2 years with no suspicious activity on the account.",Goldman Sachs,TN,Savings Account
10001280,2024-03-15,Marcus Savings,,Withdrawal limit,Cannot access funds,"My Marcus Savings with Goldman Sachs was accessed by someone who changed my contact information and attempted to transfer $1000 out of my account. When I reported this, Goldman Sachs took 3 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Goldman Sachs,SC,Savings Account
10002293,2024-10-03,Venmo,,High fees,,,Zelle,OR,Money Transfer
10002007,2025-11-25,Wire Transfer,,Fraud/scam,Scam transaction,"I initiated an international transfer of $250 through Venmo's Wire Transfer service. The estimated delivery was 4 days, but after 7 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $50 in value.",Venmo,FL,Money Transfer
10000928,2023-02-20,Upstart Loan,,Repayment difficulty,Cannot afford payments,"I applied for a Upstart Loan with SoFi and was denied despite having a credit score of 736 and a stable income of $75000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 14 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",SoFi,OR,Personal Loan
10000981,2025-03-13,Prosper Loan,,Debt collection harassment,Excessive calls,"I tried to make an extra payment on my Prosper Loan from Upstart to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 5 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Upstart,TX,Personal Loan
10000253,2023-03-26,Capital One Venture,,Account closure,Closed without explanation,"Someone made 4 fraudulent purchases on my Capital One Venture card totaling $12000. I reported this to American Express immediately and they opened an investigation. After 4 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,MD,Credit Card
10000191,2024-09-03,Capital One Venture,,Late fee,Payment made on time,"My Capital One Venture card from Discover suddenly had its credit limit reduced from $20000 to $2000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 73 points.",Discover,IN,Credit Card
10001140,2023-10-03,Upstart Loan,,High interest rate,Rate increased without notice,"I took out a personal loan of $500 with LendingClub through their Upstart Loan program. The advertised rate was 3.6% but after approval I was given 25.1%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $250 per month, which is $125 more than what was originally quoted.",LendingClub,CT,Personal Loan
10000993,2023-07-15,LendingClub Loan,,High interest rate,Rate increased without notice,"I applied for a LendingClub Loan with Upstart and was denied despite having a credit score of 798 and a stable income of $45000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 8 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Upstart,OH,Personal Loan
10000700,2024-07-23,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Chase has refused to credit my bonus points. I have called 9 times over the past 6 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Chase,KY,Credit Card
10000607,2023-11-01,Chase Sapphire,,Unauthorized charge,Card not in possession,"I have been a loyal Chase Sapphire cardholder with Discover for over 13 years. Recently, I noticed my interest rate was increased from 3.7% to 16.2% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Discover,WA,Credit Card
10000181,2023-11-15,Discover It,,Billing dispute,Charges not recognized,"I applied for the Discover It card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but American Express has refused to credit my bonus points. I have called 6 times over the past 1 months and each representative tells me something different. I have all receipts and statements showing I qualified.",American Express,CT,Credit Card
10000302,2023-02-24,Citi Double Cash,,Account closure,Closed without explanation,I noticed a charge of $2000 on my Citi Double Cash statement from 2024-12-15. I did not authorize this transaction and have been trying to resolve it with American Express for 3 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,MI,Credit Card
10001061,2023-12-13,Upstart Loan,,Hidden fees,Fees not disclosed at signing,"I took out a personal loan of $2000 with LendingClub through their Upstart Loan program. The advertised rate was 8.9% but after approval I was given 15.6%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $300 per month, which is $150 more than what was originally quoted.",LendingClub,CA,Personal Loan
10002178,2024-05-07,Western Union,,Wrong recipient,Sent to wrong person,"My account was frozen by Bank of America after I made a Western Union transfer of $50. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 7 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Bank of America,WI,Money Transfer
10001070,2024-08-05,LendingClub Loan,,Repayment difficulty,Cannot afford payments,"LendingClub sold my LendingClub Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 8 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",LendingClub,SC,Personal Loan
10001244,2024-01-05,Marcus Savings,,Withdrawal limit,Cannot access funds,"I opened a Marcus Savings with Discover because they advertised a 5.7% APY. After three months, the rate was quietly dropped to 9.3% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $1500 into this account specifically for the higher rate.",Discover,TX,Savings Account
10000017,2024-07-02,Capital One Venture,,Account closure,Closed without explanation,"I have been a loyal Capital One Venture cardholder with American Express for over 9 years. Recently, I noticed my interest rate was increased from 8.0% to 18.3% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,OH,Credit Card
10002295,2024-03-06,Wire Transfer,,Fraud/scam,,,Bank of America,CO,Money Transfer
10000547,2025-12-24,Citi Double Cash,,Rewards not credited,Sign-up bonus not received,I noticed a charge of $150 on my Citi Double Cash statement from 2025-02-17. I did not authorize this transaction and have been trying to resolve it with Capital One for 3 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Capital One,GA,Credit Card
10000659,2025-02-17,Chase Sapphire,,Credit limit reduction,Reduced without notice,"Someone made 3 fraudulent purchases on my Chase Sapphire card totaling $20000. I reported this to Discover immediately and they opened an investigation. After 8 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Discover,TN,Credit Card
10002084,2024-02-08,PayPal,,High fees,Hidden exchange fees,I sent $250 via PayPal through Zelle to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 6 weeks and Zelle has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Zelle,GA,Money Transfer
10002111,2024-06-22,Wire Transfer,,Failed transfer,Money not received,I sent $100 via Wire Transfer through Venmo to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 7 weeks and Venmo has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Venmo,TN,Money Transfer
10001505,2025-08-17,Chase Savings,,Withdrawal limit,Cannot access funds,I tried to withdraw $150 from my Chase Savings at Goldman Sachs and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 3 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Goldman Sachs,AZ,Savings Account
10000960,2024-03-01,Marcus Loan,,Hidden fees,Fees not disclosed at signing,"I tried to make an extra payment on my Marcus Loan from Goldman Sachs to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 6 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Goldman Sachs,OK,Personal Loan
10000798,2023-12-17,Chase Sapphire,,Account closure,Closed without explanation,"Citibank charged me a $100 late fee on my Chase Sapphire card even though I made my payment on time. My bank records show the payment was initiated 3 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Citibank,KY,Credit Card
10000226,2023-10-24,Capital One Venture,,Billing dispute,Charges not recognized,"Someone made 4 fraudulent purchases on my Capital One Venture card totaling $20000. I reported this to Discover immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Discover,FL,Credit Card
10001800,2024-05-11,Chase Savings,,Account frozen,Frozen without warning,"Synchrony closed my Chase Savings account without warning, citing 'business reasons.' I had $1500 in the account and it took 5 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 9 years with no suspicious activity on the account.",Synchrony,TN,Savings Account
10002283,2025-02-11,Venmo,,Fraud/scam,,,Venmo,GA,Money Transfer
10001694,2023-06-17,Chase Savings,,Poor customer service,Long wait times,I tried to withdraw $50 from my Chase Savings at Chase and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 1 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Chase,AZ,Savings Account
10001046,2024-10-09,LendingClub Loan,,Payment processing error,Payment not applied correctly,"I tried to make an extra payment on my LendingClub Loan from Upstart to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 9 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Upstart,WI,Personal Loan
10000470,2025-05-24,Capital One Venture,,Billing dispute,Charges not recognized,I noticed a charge of $100 on my Capital One Venture statement from 2023-12-08. I did not authorize this transaction and have been trying to resolve it with American Express for 8 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,TN,Credit Card
10000955,2025-06-01,Upstart Loan,,Loan denial,Unclear denial reasons,"The total cost of my Upstart Loan from SoFi ended up being $8000, which is nearly 1.9 times the original loan amount of $750. The interest rate of 15.9% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",SoFi,CT,Personal Loan
